a,b
0.0057328333094704,0.0114654154049490
0.0171984999284113,0.0343902174357039
0.0286641665473521,0.0572969362990999
0.0401298331662930,0.0801735271154668
0.0515954997852338,0.1030079608471544
0.0630611664041747,0.1257882306236773
0.0745268330231155,0.1485023580552037
0.0859924996420564,0.1711383995310681
0.0974581662609972,0.1936844524999965
0.1089238328799381,0.2161286617287418
0.1203894994988789,0.2384592255358383
0.1318551661178198,0.2606644019971965
0.1433208327367606,0.2827325151202780
0.1547864993557015,0.3046519609836000
0.1662521659746423,0.3264112138383444
0.1777178325935832,0.3479988321688618
0.1891834992125240,0.3694034647088839
0.2006491658314649,0.3906138564102793
0.2121148324504057,0.4116188543612180
0.2235804990693466,0.4324074136506280
0.2350461656882874,0.4529686031758643
0.2465118323072283,0.4732916113905335
0.2579774989261692,0.4933657519894541
0.2694431655451100,0.5131804695277610
0.2809088321640508,0.5327253449712017
0.2923744987829917,0.5519901011747044
0.3038401654019325,0.5709646082863359
0.3153058320208734,0.5896388890738128
0.3267714986398143,0.6080031241707576
0.3382371652587551,0.6260476572399493
0.3497028318776960,0.6437630000508463
0.3611684984966368,0.6611398374687169
0.3726341651155776,0.6781690323527509
0.3840998317345185,0.6948416303605793
0.3955654983534593,0.7111488646566726
0.4070311649724002,0.7270821605221448
0.4184968315913410,0.7426331398635380
0.4299624982102819,0.7577936256182166
0.4414281648292228,0.7725556460540549
0.4528938314481636,0.7869114389611573
0.4643594980671044,0.8008534557334063
0.4758251646860454,0.8143743653376943
0.4872908313049862,0.8274670581687479
0.4987564979239270,0.8401246497875234
0.5102221645428678,0.8523404845412026
0.5216878311618087,0.8641081390628877
0.5331534977807495,0.8754214256491560
0.5446191643996904,0.8862743955136964
0.5560848310186313,0.8966613419153180
0.5675504976375721,0.9065768031586862
0.5790161642565129,0.9160155654662072
0.5904818308754538,0.9249726657195532
0.6019474974943947,0.9334433940693828
0.6134131641133355,0.9414232964118889
0.6248788307322763,0.9489081767308696
0.6363444973512172,0.9558940993040881
0.6478101639701580,0.9623773907727681
0.6592758305890990,0.9683546420731292
0.6707414972080398,0.9738227102289507
0.6822071638269805,0.9787787200042222
0.6936728304459215,0.9832200654150074
0.7051384970648623,0.9871444110997311
0.7166041636838031,0.9905496935471658
0.7280698303027441,0.9934341221814738
0.7395354969216849,0.9957961803037325
0.7510011635406257,0.9976346258894501
0.7624668301595666,0.9989484922416502
0.7739324967785074,0.9997370884991840
0.7853981633974483,1.0000000000000000
0.7968638300163892,0.9997370884991840
0.8083294966353299,0.9989484922416502
0.8197951632542708,0.9976346258894501
0.8312608298732117,0.9957961803037325
0.8427264964921526,0.9934341221814738
0.8541921631110934,0.9905496935471658
0.8656578297300342,0.9871444110997311
0.8771234963489751,0.9832200654150074
0.8885891629679159,0.9787787200042223
0.9000548295868568,0.9738227102289507
0.9115204962057977,0.9683546420731292
0.9229861628247384,0.9623773907727682
0.9344518294436793,0.9558940993040882
0.9459174960626201,0.9489081767308696
0.9573831626815611,0.9414232964118890
0.9688488293005020,0.9334433940693827
0.9803144959194428,0.9249726657195533
0.9917801625383835,0.9160155654662073
1.0032458291573243,0.9065768031586863
1.0147114957762653,0.8966613419153180
1.0261771623952063,0.8862743955136964
1.0376428290141471,0.8754214256491560
1.0491084956330878,0.8641081390628879
1.0605741622520286,0.8523404845412028
1.0720398288709696,0.8401246497875234
1.0835054954899104,0.8274670581687479
1.0949711621088514,0.8143743653376940
1.1064368287277921,0.8008534557334064
1.1179024953467329,0.7869114389611573
