a,b
0.0057328333094704,0.0000126445568661
0.0171984999284113,0.0000356453569172
0.0286641665473521,0.0000557188892534
0.0401298331662930,0.0000730134101717
0.0515954997852338,0.0000876766932625
0.0630611664041747,0.0000998559053484
0.0745268330231155,0.0001096974829776
0.0859924996420564,0.0001173470095668
0.0974581662609972,0.0001229490932811
0.1089238328799381,0.0001266472457314
0.1203894994988789,0.0001285837615671
0.1318551661178198,0.0001288995990305
0.1433208327367606,0.0001277342615375
0.1547864993557015,0.0001252256803391
0.1662521659746423,0.0001215100983111
0.1777178325935832,0.0001167219549145
0.1891834992125240,0.0001109937723574
0.2006491658314649,0.0001044560429868
0.2121148324504057,0.0000972371179242
0.2235804990693466,0.0000894630969572
0.2350461656882874,0.0000812577196849
0.2465118323072283,0.0000727422579114
0.2579774989261692,0.0000640354092702
0.2694431655451100,0.0000552531920516
0.2809088321640508,0.0000465088412031
0.2923744987829917,0.0000379127054547
0.3038401654019325,0.0000295721455170
0.3153058320208734,0.0000215914332932
0.3267714986398143,0.0000140716520280
0.3382371652587551,0.0000071105973177
0.3497028318776960,0.0000008026788877
0.3611684984966368,-0.0000047611769569
0.3726341651155776,-0.0000094936243192
0.3840998317345185,-0.0000133109942489
0.3955654983534593,-0.0000161333909538
0.4070311649724002,-0.0000178847878160
0.4184968315913410,-0.0000184931233453
0.4299624982102819,-0.0000178903972083
0.4414281648292228,-0.0000160127664783
0.4528938314481636,-0.0000128006422456
0.4643594980671044,-0.0000081987867293
0.4758251646860454,-0.0000021564110319
0.4872908313049862,0.0000053727263413
0.4987564979239270,0.0000144302200724
0.5102221645428678,0.0000250529176360
0.5216878311618087,0.0000372728178338
0.5331534977807495,0.0000511169682130
0.5446191643996904,0.0000666073613471
0.5560848310186313,0.0000837608300099
0.5675504976375721,0.0001025889413262
0.5790161642565129,0.0001230978900446
0.5904818308754538,0.0001452883911591
0.6019474974943947,0.0001691555722001
0.6134131641133355,0.0001946888656211
0.6248788307322763,0.0002218719018426
0.6363444973512172,0.0002506824036544
0.6478101639701580,0.0002810920828635
0.6592758305890990,0.0003130665402589
0.6707414972080398,0.0003465651702079
0.6822071638269805,0.0003815410714443
0.6936728304459215,0.0004179409659124
0.7051384970648623,0.0004557051278621
0.7166041636838031,0.0004947673257498
0.7280698303027441,0.0005350547799383
0.7395354969216849,0.0005764881396205
0.7510011635406257,0.0006189814829220
0.7624668301595666,0.0006624423446823
0.7739324967785074,0.0007067717770139
0.7853981633974483,0.0007518644484018
0.7968638300163892,0.0007976087877862
0.8083294966353299,0.0008438871808164
0.8197951632542708,0.0008905762262236
0.8312608298732117,0.0009375470610505
0.8427264964921526,0.0009846657642615
0.8541921631110934,0.0010317938490429
0.8656578297300342,0.0010787888548328
0.8771234963489751,0.0011255050507734
0.8885891629679159,0.0011717942628377
0.9000548295868568,0.0012175068372316
0.9115204962057977,0.0012624927528198
0.9229861628247384,0.0013066028951303
0.9344518294436793,0.0013496905038978
0.9459174960626201,0.0013916128049727
0.9573831626815611,0.0014322328356369
0.9688488293005020,0.0014714214697339
0.9803144959194428,0.0015090596454029
0.9917801625383835,0.0015450407933321
1.0032458291573243,0.0015792734571171
1.0147114957762653,0.0016116840892359
1.0261771623952063,0.0016422199960049
1.0376428290141471,0.0016708523923827
1.0491084956330878,0.0016975795122313
1.0605741622520286,0.0017224297013286
1.0720398288709696,0.0017454643986707
1.0835054954899104,0.0017667808861579
1.0949711621088514,0.0017865146573985
1.1064368287277921,0.0018048412231144
1.1179024953467329,0.0018219771337430
1.1293681619656737,0.0018381799600519
1.1408338285846147,0.0018537469313279
1.1522994952035555,0.0018690118903887
1.1637651618224965,0.0018843401892034
1.1752308284414372,0.0019001211242798
1.1866964950603780,0.0019167575059387
1.1981621616793190,0.0019346519829140
1.2096278282982598,0.0019541898209572
1.2210934949172005,0.0019757179851583
1.2325591615361415,0.0019995206313769
1.2440248281550823,0.0020257915106394
1.2554904947740233,0.0020546043750103
1.2669561613929641,0.0020858832878023
1.2784218280119048,0.0021193758166746
1.2898874946308456,0.0021546334231185
1.3013531612497866,0.0021910048827521
1.3128188278687274,0.0022276500756396
1.3242844944876684,0.0022635825624233
1.3357501611066092,0.0022977492899675
1.3472158277255499,0.0023291534311827
1.3586814943444907,0.0023570202274449
1.3701471609634315,0.0023809940224492
1.3816128275823727,0.0024013361297710
1.3930784942013135,0.0024190682679838
1.4045441608202542,0.0024359798489194
1.4160098274391950,0.0024544020654019
1.4274754940581358,0.0024766712172955
1.4389411606770768,0.0025042917843000
1.4504068272960178,0.0025369961759101
1.4618724939149585,0.0025721687077614
1.4733381605338993,0.0026053244746129
1.4848038271528401,0.0026321852194057
1.4962694937717809,0.0026519252234446
1.5077351603907219,0.0026693125027036
1.5192008270096629,0.0026922066115058
1.5306664936286036,0.0027236910424501
1.5421321602475444,0.0027564580103078
1.5535978268664852,0.0027807284834502
1.5650634934854262,0.0027994749931546
1.5765291601043669,0.0028248562436901
1.5879948267233079,0.0028571844098939
1.5994604933422487,0.0028843751093917
1.6109261599611895,0.0029027569898752
1.6223918265801305,0.0029217045828609
1.6338574931990713,0.0029491406232613
1.6453231598180120,0.0029829393632670
1.6567888264369530,0.0030154650591514
1.6682544930558938,0.0030412061757565
1.6797201596748346,0.0030598983909644
1.6911858262937756,0.0030751355087488
1.7026514929127163,0.0030914716345352
1.7141171595316571,0.0031122248511453
1.7255828261505981,0.0031386244155405
1.7370484927695389,0.0031700037588611
1.7485141593884799,0.0032044949259793
1.7599798260074206,0.0032397921858835
1.7714454926263614,0.0032737518353316
1.7829111592453022,0.0033047556648031
1.7943768258642432,0.0033318583605544
1.8058424924831842,0.0033547769835065
1.8173081591021250,0.0033737852898879
1.8287738257210657,0.0033895647458915
1.8402394923400065,0.0034030486774810
1.8517051589589473,0.0034152816745656
1.8631708255778880,0.0034273052561309
1.8746364921968293,0.0034400731722173
1.8861021588157700,0.0034543950403261
1.8975678254347108,0.0034709045321775
1.9090334920536516,0.0034900473312509
1.9204991586725924,0.0035120840057745
1.9319648252915331,0.0035371033765783
1.9434304919104741,0.0035650426305147
1.9548961585294149,0.0035957111670719
1.9663618251483561,0.0036288158702873
1.9778274917672969,0.0036639861206123
1.9892931583862377,0.0037007973827345
2.0007588250051787,0.0037387926242332
2.0122244916241194,0.0037775011445778
2.0236901582430602,0.0038164546369868
2.0351558248620010,0.0038552004808223
2.0466214914809417,0.0038933123828557
2.0580871580998825,0.0039303985637802
2.0695528247188233,0.0039661077318993
2.0810184913377645,0.0040001331075048
2.0924841579567053,0.0040322147656531
2.1039498245756461,0.0040621405573786
2.1154154911945873,0.0040897458538238
2.1268811578135280,0.0041149123373714
2.1383468244324688,0.0041375660411076
2.1498124910514096,0.0041576748142851
2.1612781576703504,0.0041752453680941
2.1727438242892911,0.0041903200338751
2.1842094909082319,0.0042029733451920
2.1956751575271727,0.0042133085364000
2.2071408241461139,0.0042214540334500
2.2186064907650547,0.0042275599978361
2.2300721573839954,0.0042317949715407
2.2415378240029362,0.0042343426596867
2.2530034906218770,0.0042353988780739
2.2644691572408182,0.0042351686846656
2.2759348238597590,0.0042338637074804
2.2874004904786998,0.0042316996757368
2.2988661570976405,0.0042288941566508
2.3103318237165813,0.0042256644966752
2.3217974903355221,0.0042222259631244
2.3332631569544633,0.0042187900799648
2.3447288235734041,0.0042155631498884
2.3561944901923448,0.0042127449536351
2.3676601568112856,0.0042105276167257
2.3791258234302264,0.0042090946332511
2.3905914900491672,0.0042086200361808
2.4020571566681084,0.0042092677035688
2.4135228232870491,0.0042111907901901
2.4249884899059899,0.0042145312743700
2.4364541565249307,0.0042194196101335
2.4479198231438719,0.0042259744751751
2.4593854897628127,0.0042343026056360
2.4708511563817535,0.0042444987091474
2.4823168230006942,0.0042566454481081
2.4937824896196350,0.0042708134856657
2.5052481562385758,0.0042870615873849
2.5167138228575165,0.0043054367720916
2.5281794894764573,0.0043259745058499
2.5396451560953985,0.0043486989335131
2.5511108227143393,0.0043736231427243
