a,b,c
0.0000000000000000,2717.3195800781250000,1.0502454042434692
1.0000000000000000,2717.3195800781250000,1.0502454042434692
2.0000000000000000,2717.3195800781250000,1.0502454042434692
3.0000000000000000,2717.3195800781250000,1.0502454042434692
4.0000000000000000,2716.4887695312500000,1.0329003334045410
5.0000000000000000,2716.1499023437500000,1.0077486038208008
6.0000000000000000,2716.1499023437500000,1.0077486038208008
7.0000000000000000,2716.1499023437500000,1.0077486038208008
8.0000000000000000,2716.1499023437500000,1.0077486038208008
10.0000000000000000,2716.1499023437500000,1.0077486038208008
12.0000000000000000,2716.1489257812500000,1.0097723007202148
15.0000000000000000,2716.1455078125000000,1.0154538154602051
18.0000000000000000,2716.1423339843750000,1.0182580947875977
22.0000000000000000,2716.1311035156250000,1.0201361179351807
26.0000000000000000,2716.1174316406250000,1.0225942134857178
31.0000000000000000,2716.0971679687500000,1.0270149707794189
38.0000000000000000,2716.0639648437500000,1.0315748453140259
46.0000000000000000,2716.0195312500000000,1.0381219387054443
55.0000000000000000,2715.9567871093750000,1.0485191345214844
66.0000000000000000,2715.8432617187500000,1.0673313140869141
79.0000000000000000,2715.5883789062500000,1.0972062349319458
95.0000000000000000,2714.2329101562500000,1.1395564079284668
114.0000000000000000,2615.7783203125000000,0.9591019153594971
137.0000000000000000,1964.1108398437500000,0.6967978477478027
164.0000000000000000,135.5090789794921875,0.2803541421890259
197.0000000000000000,37.4621505737304688,0.2204194813966751
237.0000000000000000,3.6581177711486816,0.1055889353156090
284.0000000000000000,1.1602077484130859,0.0922011733055115
341.0000000000000000,0.6099532246589661,0.0978420525789261
410.0000000000000000,0.4438609480857849,0.0943508967757225
492.0000000000000000,0.3393200635910034,0.0883040726184845
590.0000000000000000,0.2267841994762421,0.0780567675828934
708.0000000000000000,0.1840936988592148,0.0719879418611526
850.0000000000000000,0.1457222104072571,0.0640171840786934
1020.0000000000000000,0.1225254535675049,0.0563231185078621
1224.0000000000000000,0.1083555892109871,0.0495514683425426
1469.0000000000000000,0.0972044989466667,0.0431455746293068
1763.0000000000000000,0.0866472050547600,0.0367352589964867
2116.0000000000000000,0.0765991657972336,0.0306749921292067
2539.0000000000000000,0.0683896318078041,0.0259037129580975
3047.0000000000000000,0.0602046661078930,0.0213223602622747
3657.0000000000000000,0.0520372651517391,0.0169818568974733
4388.0000000000000000,0.0447439327836037,0.0133271310478449
5266.0000000000000000,0.0376282706856728,0.0099844103679061
6319.0000000000000000,0.0310417488217354,0.0070906965993345
7583.0000000000000000,0.0249078013002872,0.0045725326053798
9100.0000000000000000,0.0187471974641085,0.0023712378460914
10920.0000000000000000,0.0121419066563249,0.0007059248746373
13104.0000000000000000,0.0059054223820567,0.0000970431137830
15725.0000000000000000,0.0029122633859515,0.0000267684972641
18870.0000000000000000,0.0017830639844760,0.0000150376272359
22644.0000000000000000,0.0013609898742288,0.0000112327534225
27173.0000000000000000,0.0011310875415802,0.0000084905004769
32608.0000000000000000,0.0009768427116796,0.0000066967527346
39130.0000000000000000,0.0008516931557097,0.0000053833186939
46956.0000000000000000,0.0007449958357029,0.0000043854797696
56347.0000000000000000,0.0006512634572573,0.0000034996219256
67617.0000000000000000,0.0005657791625708,0.0000028546712656
81140.0000000000000000,0.0004856091400143,0.0000022918964078
97368.0000000000000000,0.0004105166590307,0.0000017987558749
99998.0000000000000000,0.0003998618922196,0.0000017500800595
