a,b,c
0.0000000000000000,238007.0468750000000000,0.9064269065856934
1.0000000000000000,230351.9687500000000000,0.8996675610542297
2.0000000000000000,227924.2656250000000000,0.8702192306518555
3.0000000000000000,223199.9062500000000000,0.7963802814483643
4.0000000000000000,222844.5312500000000000,0.7500096559524536
5.0000000000000000,213222.8593750000000000,0.7163058519363403
6.0000000000000000,209918.5000000000000000,0.7170174717903137
7.0000000000000000,200114.6406250000000000,0.6491959095001221
8.0000000000000000,197395.8125000000000000,0.5615298151969910
10.0000000000000000,182895.5468750000000000,0.4602630138397217
12.0000000000000000,154156.7500000000000000,0.2573210895061493
15.0000000000000000,52173.6953125000000000,0.0482070744037628
18.0000000000000000,14468.4326171875000000,0.0136570138856769
22.0000000000000000,14468.4326171875000000,0.0136570138856769
26.0000000000000000,2582.8833007812500000,0.0090409433469176
31.0000000000000000,1881.9781494140625000,0.0089065376669168
38.0000000000000000,522.2064208984375000,0.0067562484182417
46.0000000000000000,454.0354309082031250,0.0062767122872174
55.0000000000000000,428.0296020507812500,0.0061269951984286
66.0000000000000000,390.6405639648437500,0.0057807010598481
79.0000000000000000,344.8029174804687500,0.0052407337352633
95.0000000000000000,282.9794616699218750,0.0044835465960205
114.0000000000000000,205.8448333740234375,0.0035299700684845
137.0000000000000000,117.7713851928710938,0.0023902461398393
164.0000000000000000,44.5446472167968750,0.0013606288703158
197.0000000000000000,15.2150945663452148,0.0008477778173983
237.0000000000000000,14.4350757598876953,0.0008221780299209
284.0000000000000000,14.1264200210571289,0.0008074452052824
341.0000000000000000,13.8819065093994141,0.0007940529030748
410.0000000000000000,13.7401971817016602,0.0007855229196139
492.0000000000000000,13.5954456329345703,0.0007769260555506
590.0000000000000000,13.3132877349853516,0.0007595306378789
708.0000000000000000,13.0476369857788086,0.0007446283125319
850.0000000000000000,12.7368326187133789,0.0007261058199219
1020.0000000000000000,12.3213758468627930,0.0007014053408056
1224.0000000000000000,11.8240995407104492,0.0006721983081661
1469.0000000000000000,11.1704368591308594,0.0006338577368297
1763.0000000000000000,10.5130367279052734,0.0005948157049716
2116.0000000000000000,9.6642160415649414,0.0005446454160847
2539.0000000000000000,8.7406425476074219,0.0004901122301817
3047.0000000000000000,7.6000251770019531,0.0004227898898534
3657.0000000000000000,6.3791928291320801,0.0003507511282805
4388.0000000000000000,5.0650353431701660,0.0002734945446718
5266.0000000000000000,3.6836800575256348,0.0001931136357598
6319.0000000000000000,2.3043720722198486,0.0001149118688772
7583.0000000000000000,1.2441939115524292,0.0000590611707594
9100.0000000000000000,0.5726703405380249,0.0000304203786072
10920.0000000000000000,0.2896994948387146,0.0000256763141806
13104.0000000000000000,0.2136244624853134,0.0000281654574792
15725.0000000000000000,0.1843761056661606,0.0000270821947197
18870.0000000000000000,0.1542049944400787,0.0000230085097428
22644.0000000000000000,0.1221735402941704,0.0000181326449820
27173.0000000000000000,0.0954491347074509,0.0000140255187944
32608.0000000000000000,0.0731757134199142,0.0000107108735392
39130.0000000000000000,0.0551851801574230,0.0000080428890215
46956.0000000000000000,0.0411518178880215,0.0000059639132814
56347.0000000000000000,0.0302713289856911,0.0000043455379455
67617.0000000000000000,0.0218230560421944,0.0000030938097098
81140.0000000000000000,0.0156672149896622,0.0000022069048100
97368.0000000000000000,0.0112318778410554,0.0000015908514115
99998.0000000000000000,0.0106919454410672,0.0000015176632360
