a,b
0.0057328333094704,0.1130679702797930
0.0171984999284113,0.3374294674139484
0.0286641665473521,0.5594176527181965
0.0401298331662930,0.7790234966686302
0.0515954997852338,0.9962377775213431
0.0630611664041747,1.2110510769137173
0.0745268330231155,1.4234537753507583
0.0859924996420564,1.6334360475720995
0.0974581662609972,1.8409878577950736
0.1089238328799381,2.0460989548289721
0.1203894994988789,2.2487588670553595
0.1318551661178198,2.4489568972690114
0.1433208327367606,2.6466821173737554
0.1547864993557015,2.8419233629271399
0.1662521659746423,3.0346692275275600
0.1777178325935832,3.2249080570370436
0.1891834992125240,3.4126279436325997
0.2006491658314649,3.5978167196785273
0.2121148324504057,3.7804619514117426
0.2235804990693466,3.9605509324316768
0.2350461656882874,4.1380706769858477
0.2465118323072283,4.3130079130416714
0.2579774989261692,4.4853490751346072
0.2694431655451100,4.6550802969821214
0.2809088321640508,4.8221874038524426
0.2923744987829917,4.9866559046763745
0.3038401654019325,5.1484709838899354
0.3153058320208734,5.3076174929948250
0.3267714986398143,5.4640799418231092
0.3382371652587551,5.6178424894917898
0.3497028318776960,5.7688889350322148
0.3611684984966368,5.9172027076785207
0.3726341651155776,6.0627668567986364
0.3840998317345185,6.2055640414504429
0.3955654983534593,6.3455765195451672
0.4070311649724002,6.4827861365990733
0.4184968315913410,6.6171743140539556
0.4299624982102819,6.7487220371460834
0.4414281648292228,6.8774098423026038
0.4528938314481636,7.0032178040437403
0.4643594980671044,7.1261255213684889
0.4758251646860454,7.2461121036010105
0.4872908313049862,7.3631561556744840
0.4987564979239270,7.4772357628288137
0.5102221645428678,7.5883284746984883
0.5216878311618087,7.6964112887667637
0.5331534977807495,7.8014606331626890
0.5446191643996904,7.9034523487777850
0.5560848310186313,8.0023616706800311
0.5675504976375721,8.0981632088038200
0.5790161642565129,8.1908309278960552
0.5904818308754538,8.2803381267004657
0.6019474974943947,8.3666574163646370
0.6134131641133355,8.4497606980574353
0.6248788307322763,8.5296191397881174
0.6363444973512172,8.6062031524230846
0.6478101639701580,8.6794823649017143
0.6592758305890990,8.7494255986590908
0.6707414972080398,8.8160008412712703
0.6822071638269805,8.8791752193476086
0.6936728304459215,8.9389149707050848
0.7051384970648623,8.9951854158717648
0.7166041636838031,9.0479509289804341
0.7280698303027441,9.0971749081293858
0.7395354969216849,9.1428197453057116
0.7510011635406257,9.1848467959871893
0.7624668301595666,9.2232163485624543
0.7739324967785074,9.2578875937357559
0.7853981633974483,9.2888185941126267
0.7968638300163892,9.3159662541963826
0.8083294966353299,9.3392862910629795
0.8197951632542708,9.3587332060236061
0.8312608298732117,9.3742602576309206
0.8427264964921526,9.3858194364361669
0.8541921631110934,9.3933614419611349
0.8656578297300342,9.3968356624110747
0.8771234963489751,9.3961901577225433
0.8885891629679159,9.3913716466144024
0.9000548295868568,9.3823254983899780
0.9115204962057977,9.3689957303251639
0.9229861628247384,9.3513250115696849
0.9344518294436793,9.3292546745876326
0.9459174960626201,9.3027247352679758
0.9573831626815611,9.2716739229456877
0.9688488293005020,9.2360397216889254
0.9803144959194428,9.1957584243259411
0.9917801625383835,9.1507652008063793
1.0032458291573243,9.1009941826134426
1.0147114957762653,9.0463785650640567
1.0261771623952063,8.9868507294513353
1.0376428290141471,8.9223423870944742
1.0491084956330878,8.8527847474619072
1.0605741622520286,8.7781087126204174
1.0720398288709696,8.6982451003309986
1.0835054954899104,8.6131248981563324
1.0949711621088514,8.5226795509587348
1.1064368287277921,8.4268412841447979
1.1179024953467329,8.3255434649460902
1.1293681619656737,8.2187210039069249
1.1408338285846147,8.1063107985712382
1.1522994952035555,7.9882522211134956
1.1637651618224965,7.8644876513335724
1.1752308284414372,7.7349630560253484
1.1866964950603780,7.5996286152242893
1.1981621616793190,7.4584393952347821
1.2096278282982598,7.3113560676269636
1.2210934949172005,7.1583456725722048
1.2325591615361415,6.9993824239551925
1.2440248281550823,6.8344485526610237
1.2554904947740233,6.6635351832937797
1.2669561613929641,6.4866432383500987
1.2784218280119048,6.3037843625623724
1.2898874946308456,6.1149818587640388
1.3013531612497866,5.9202716252409289
1.3128188278687274,5.7197030831526350
1.3242844944876684,5.5133400812759561
1.3357501611066092,5.3012617640855932
1.3472158277255499,5.0835633880952056
1.3586814943444907,4.8603570704906760
