a,b
0.0038218888729803,-0.4996793272093960
0.0114656666189409,-0.4996219555910744
0.0191094443649014,-0.4995806445327164
0.0267532221108620,-0.4995534167387206
0.0343969998568226,-0.4995384181650750
0.0420407776027831,-0.4995339161312990
0.0496845553487437,-0.4995382971825313
0.0573283330947042,-0.4995500647145192
0.0649721108406648,-0.4995678363745568
0.0726158885866254,-0.4995903412517384
0.0802596663325860,-0.4996164168701929
0.0879034440785465,-0.4996450059991679
0.0955472218245071,-0.4996751532939965
0.1031909995704677,-0.4997060017821398
0.1108347773164282,-0.4997367892085882
0.1184785550623888,-0.4997668442549370
0.1261223328083494,-0.4997955826464919
0.1337661105543099,-0.4998225031617387
0.1414098883002705,-0.4998471835584382
0.1490536660462310,-0.4998692764305341
0.1566974437921916,-0.4998885050099591
0.1643412215381522,-0.4999046589272331
0.1719849992841128,-0.4999175899446138
0.1796287770300733,-0.4999272076753589
0.1872725547760339,-0.4999334753023654
0.1949163325219944,-0.4999364053093267
0.2025601102679550,-0.4999360552371266
0.2102038880139156,-0.4999325234780283
0.2178476657598762,-0.4999259451198210
0.2254914435058367,-0.4999164878517695
0.2331352212517973,-0.4999043479438996
0.2407789989977579,-0.4998897463107141
0.2484227767437184,-0.4998729246701263
0.2560665544896790,-0.4998541418079161
0.2637103322356396,-0.4998336699576520
0.2713541099816001,-0.4998117913055595
0.2789978877275607,-0.4997887946293402
0.2866416654735213,-0.4997649720795343
0.2942854432194819,-0.4997406161114488
0.3019292209654424,-0.4997160165752330
0.3095729987114030,-0.4996914579711247
0.3172167764573636,-0.4996672168763372
0.3248605542033241,-0.4996435595495279
0.3325043319492846,-0.4996207397181540
0.3401481096952453,-0.4995989965534726
0.3477918874412058,-0.4995785528372665
0.3554356651871663,-0.4995596133237514
0.3630794429331269,-0.4995423632994669
0.3707232206790875,-0.4995269673432301
0.3783669984250481,-0.4995135682875342
0.3860107761710087,-0.4995022863820511
0.3936545539169692,-0.4994932186591214
0.4012983316629298,-0.4994864385003532
0.4089421094088904,-0.4994819954026266
0.4165858871548509,-0.4994799149410645
0.4242296649008115,-0.4994801989255642
0.4318734426467720,-0.4994828257467827
0.4395172203927327,-0.4994877509065123
0.4471609981386932,-0.4994949077265458
0.4548047758846537,-0.4995042082292616
0.4624485536306143,-0.4995155441822696
0.4700923313765749,-0.4995287882985904
0.4777361091225354,-0.4995437955829669
0.4853798868684960,-0.4995604048140463
0.4930236646144566,-0.4995784401513386
0.5006674423604172,-0.4995977128550548
0.5083112201063777,-0.4996180231060889
0.5159549978523382,-0.4996391619127536
0.5235987755982989,-0.4996609130900784
0.5312425533442594,-0.4996830552969267
0.5388863310902200,-0.4997053641155300
0.5465301088361806,-0.4997276141575767
0.5541738865821411,-0.4997495811805444
0.5618176643281018,-0.4997710441976289
0.5694614420740622,-0.4997917875643610
0.5771052198200228,-0.4998116030249081
